,new_machine,cost,revenue
3301,0,0.31,0.67
3302,1,2.24,18.11
3303,0,7.7,73.63
3304,1,3.55,25.66
3305,0,0.7,3.38
3306,1,4.13,33.41
3307,1,5.31,42.17
3308,0,1.16,7.29
3309,0,2.46,21.05
3310,0,3.44,31.03
3311,1,1.02,2.21
3312,1,10.42,96.14
3313,0,1.8,11.47
3314,0,11.69,115.0
3315,1,1.14,1.43
3316,0,1.98,15.54
3317,0,0.54,2.55
3318,1,0.88,0.0
3319,0,0.81,2.68
3320,0,1.55,10.98
3321,1,2.12,12.64
3322,0,6.53,61.8
3323,1,3.64,29.07
3324,1,1.85,14.06
3325,0,13.27,127.66
3326,0,2.86,22.75
3327,0,1.17,7.74
3328,0,3.53,31.53
3329,0,2.05,15.3
3330,0,6.39,60.51
3331,1,7.74,66.77
3332,1,2.15,11.64
3333,0,2.48,20.43
3334,1,1.81,7.36
3335,1,3.25,25.03
3336,0,14.62,142.34
3337,1,5.44,48.51
3338,0,1.37,9.84
3339,1,1.19,1.38
3340,1,10.9,99.37
3341,0,1.48,11.16
3342,1,1.91,7.78
3343,1,1.6,5.54
3344,1,2.74,16.5
3345,1,9.8,90.97
3346,0,12.94,126.82
3347,1,2.02,8.44
3348,1,1.72,9.66
3349,0,2.15,17.02
3350,1,0.63,0.0
3351,0,0.58,2.73
3352,1,8.63,78.27
3353,0,0.09,0.0
3354,0,0.32,0.0
3355,0,1.64,14.07
3356,1,4.01,35.48
3357,1,1.2,5.8
3358,0,1.1,6.31
3359,1,1.44,7.0
3360,0,6.18,55.35
3361,0,0.77,4.22
3362,0,2.48,19.67
3363,0,28.75,283.63
3364,0,3.91,35.86
3365,0,1.23,6.63
3366,1,4.43,40.51
3367,1,10.18,89.58
3368,1,1.69,11.16
3369,0,3.69,31.25
3370,0,0.24,0.0
3371,0,6.77,63.52
3372,0,0.3,0.0
3373,1,2.08,12.16
3374,1,3.19,21.87
3375,0,0.92,5.7
3376,1,3.69,28.41
3377,1,2.46,21.24
3378,0,3.79,31.78
3379,0,1.31,9.62
3380,0,2.37,19.28
3381,1,5.6,46.05
3382,1,5.39,48.71
3383,1,4.51,36.43
3384,1,2.69,20.36
3385,0,3.36,30.22
3386,1,0.9,1.32
3387,0,1.91,13.92
3388,0,5.9,53.91
3389,1,3.21,24.57
3390,1,8.6,80.84
3391,0,0.91,5.58
3392,1,0.85,0.56
3393,0,2.96,25.91
3394,1,1.19,1.39
3395,1,5.46,44.89
3396,1,1.28,4.68
3397,1,2.94,20.55
3398,0,5.0,46.96
3399,1,4.74,43.06
3400,1,2.32,16.33
3401,0,11.17,106.69
3402,0,2.07,18.07
3403,1,1.31,8.02
3404,0,1.08,7.29
3405,1,4.33,37.79
3406,0,1.72,11.72
3407,0,1.63,13.14
3408,0,0.06,0.0
3409,1,1.51,7.57
3410,0,5.91,53.27
3411,1,4.9,46.07
3412,0,4.12,36.92
3413,1,0.23,0.0
3414,1,0.33,0.0
3415,1,1.83,8.49
3416,1,2.54,16.42
3417,0,7.22,68.96
3418,0,1.46,12.41
3419,1,1.08,6.88
3420,1,2.75,23.21
3421,1,7.56,69.78
3422,0,4.03,37.47
3423,0,5.83,54.37
3424,1,1.58,5.16
3425,1,1.3,2.66
3426,0,2.36,17.51
3427,0,3.59,31.48
3428,0,9.3,87.78
3429,0,1.39,9.67
3430,1,1.95,10.46
3431,1,2.93,22.57
3432,1,4.26,31.9
3433,0,2.5,22.03
3434,1,4.32,36.24
3435,1,1.96,11.02
3436,0,5.95,55.93
3437,1,1.58,3.47
3438,1,1.98,9.41
3439,0,4.46,41.03
3440,1,1.77,10.19
3441,1,3.38,29.18
3442,1,1.26,6.46
3443,0,0.62,1.13
3444,1,1.12,6.32
3445,1,7.15,64.07
3446,0,1.85,15.64
3447,1,0.79,3.5
3448,1,1.3,8.37
3449,0,0.01,0.0
3450,0,4.23,37.78
3451,1,0.8,3.58
3452,1,3.25,24.71
3453,1,0.1,0.0
3454,0,5.4,48.92
3455,1,0.87,2.86
3456,0,0.01,0.0
3457,0,1.08,6.53
3458,0,7.6,72.4
3459,1,1.16,5.51
3460,1,2.37,18.08
3461,0,1.57,13.24
3462,0,1.05,7.13
3463,1,8.12,75.81
3464,1,5.18,43.89
3465,0,4.31,37.79
3466,1,3.14,19.7
3467,1,5.45,49.8
3468,0,1.84,15.27
3469,0,1.88,14.99
3470,0,2.04,17.89
3471,1,0.81,5.26
3472,0,7.72,72.46
3473,1,1.8,6.81
3474,1,0.84,3.43
3475,1,1.67,7.31
3476,1,6.05,49.61
3477,1,5.25,42.02
3478,0,1.67,13.58
3479,1,0.33,0.0
3480,1,11.5,108.49
3481,0,0.43,0.0
3482,0,5.72,52.89
3483,0,4.57,41.01
3484,0,8.35,80.47
3485,0,4.45,39.29
3486,1,1.69,8.58
3487,1,1.14,6.0
3488,1,1.55,11.32
3489,0,0.68,3.7
3490,1,4.17,34.98
3491,1,6.08,49.7
3492,1,3.47,28.17
3493,1,1.44,5.19
3494,0,0.11,0.0
3495,0,2.61,21.71
3496,0,1.86,14.21
3497,1,1.38,3.78
3498,0,1.38,11.2
3499,0,2.34,19.9
3500,1,3.98,27.53
3501,1,2.69,16.64
3502,0,10.66,102.21
3503,0,0.14,0.0
3504,1,3.84,29.56
3505,0,7.21,67.1
3506,1,1.35,5.47
3507,1,1.28,4.3
3508,0,4.31,39.16
3509,1,2.85,18.0
3510,1,15.21,141.9
3511,1,3.57,23.06
3512,0,7.71,70.78
3513,1,0.64,0.0
3514,0,0.5,1.1
3515,0,3.46,32.22
3516,0,1.62,10.76
3517,0,5.42,51.22
3518,0,1.68,13.3
3519,0,3.74,31.28
3520,1,3.05,22.48
3521,1,0.42,0.0
3522,0,3.8,34.27
3523,0,3.68,33.47
3524,1,0.82,0.03
3525,0,2.48,21.11
3526,1,2.01,8.62
3527,1,2.71,17.19
3528,1,1.85,12.96
3529,0,0.33,0.81
3530,0,0.52,0.18
3531,0,0.27,0.0
3532,0,0.64,2.15
3533,0,5.74,53.87
3534,0,0.07,0.0
3535,0,1.69,12.16
3536,1,4.9,44.28
3537,1,0.63,0.67
3538,1,1.13,4.21
3539,0,3.9,35.11
3540,0,3.13,26.99
3541,1,3.2,21.74
3542,1,0.7,2.34
3543,0,4.75,43.18
3544,0,0.46,2.03
3545,1,0.61,1.11
3546,1,5.64,44.43
3547,0,1.38,10.89
3548,1,1.88,8.9
3549,0,0.98,4.8
3550,0,1.18,6.25
3551,1,1.95,6.47
3552,0,3.58,29.65
3553,1,1.36,6.98
3554,0,1.18,7.85
3555,0,4.49,40.68
3556,1,8.18,71.42
3557,1,3.18,26.55
3558,0,0.33,0.0
3559,0,2.34,20.58
3560,1,3.56,26.85
3561,1,1.74,8.87
3562,0,5.28,47.39
3563,1,4.97,42.62
3564,1,2.59,19.95
3565,1,1.06,2.18
3566,0,3.59,32.53
3567,1,7.49,64.73
3568,0,0.86,4.74
3569,0,9.56,91.87
3570,1,5.16,40.17
3571,1,1.92,7.53
3572,1,3.4,26.26
3573,0,1.1,7.85
3574,0,0.31,0.0
3575,0,5.21,46.82
3576,1,3.78,30.54
3577,0,2.86,27.2
3578,0,0.46,0.0
3579,1,1.61,9.57
3580,0,6.28,60.64
3581,0,0.53,2.0
3582,0,0.15,0.0
3583,1,1.59,4.1
3584,0,0.86,6.08
3585,1,5.17,42.9
3586,0,3.13,26.22
3587,1,0.26,0.0
3588,1,0.19,0.0
3589,1,3.43,23.01
3590,0,3.01,26.13
3591,0,0.4,0.33
3592,1,3.38,25.77
3593,0,0.82,4.63
3594,0,1.23,8.41
3595,1,1.61,10.39
3596,1,1.0,1.9
3597,0,9.9,94.24
3598,0,10.92,104.46
3599,0,1.77,14.59
3600,1,1.22,5.29
3601,0,9.55,92.51
3602,1,5.47,48.51
3603,0,3.86,34.15
3604,1,2.38,16.47
3605,0,1.59,12.58
3606,0,4.53,42.12
3607,0,2.2,18.43
3608,1,3.67,30.28
3609,1,2.64,23.43
3610,0,3.74,33.52
3611,0,0.3,0.0
3612,0,1.42,10.93
3613,1,1.15,3.3
3614,0,0.83,3.71
3615,0,0.67,2.54
3616,0,2.1,16.03
3617,1,0.78,0.0
3618,0,9.97,97.23
3619,0,2.2,18.02
3620,1,0.94,0.24
3621,0,3.44,32.92
3622,0,0.94,4.72
3623,0,0.34,0.0
3624,1,6.27,52.11
3625,1,1.66,4.19
3626,0,0.33,0.0
3627,0,0.18,0.0
3628,0,3.91,34.93
3629,1,4.03,31.24
3630,0,0.02,0.0
3631,0,0.75,1.52
3632,1,3.98,33.73
3633,0,0.5,0.84
3634,1,3.38,23.47
3635,0,0.72,3.43
3636,0,1.79,14.64
3637,1,6.72,58.16
3638,0,1.08,6.11
3639,0,3.47,33.59
3640,0,1.73,13.62
3641,0,0.3,0.0
3642,1,1.58,10.9
3643,1,5.98,50.74
3644,1,10.88,104.75
3645,0,5.59,53.05
3646,0,0.53,0.46
3647,1,1.88,10.13
3648,1,6.15,50.2
3649,1,3.29,20.2
3650,0,4.49,39.45
3651,1,5.49,42.1
3652,0,0.22,0.0
3653,0,1.26,9.29
3654,0,1.96,18.12
3655,1,9.52,84.97
3656,0,6.86,65.05
3657,1,1.76,13.58
3658,1,0.81,0.57
3659,0,1.56,13.43
3660,1,2.74,21.79
3661,1,7.16,66.06
3662,1,1.08,6.26
3663,1,1.14,7.53
3664,1,3.07,24.96
3665,1,2.14,17.8
3666,0,0.65,2.74
3667,1,1.41,3.46
3668,1,2.23,18.74
3669,0,4.53,40.84
3670,0,4.53,41.18
3671,1,11.24,108.1
3672,1,2.32,12.35
3673,1,1.96,11.31
3674,0,0.01,0.0
3675,1,5.32,46.95
3676,1,3.46,28.31
3677,1,4.61,40.24
3678,1,1.93,15.06
3679,1,7.92,72.42
3680,0,0.09,0.0
3681,0,0.37,0.0
3682,0,1.41,11.11
3683,0,0.27,0.0
3684,1,0.32,0.0
3685,1,3.15,23.01
3686,0,0.73,1.95
3687,0,2.95,25.66
3688,0,7.95,75.8
3689,1,5.48,49.44
3690,1,1.22,5.11
3691,0,0.28,0.0
3692,0,9.0,86.04
3693,0,15.61,152.48
3694,0,1.41,10.87
3695,0,1.85,15.9
3696,1,1.14,2.17
3697,1,4.6,35.62
3698,1,2.11,13.61
3699,1,5.44,45.13
3700,1,3.46,24.74
3701,0,0.13,0.0
3702,0,1.22,8.74
3703,0,4.96,45.19
3704,1,3.57,30.2
3705,0,3.0,27.61
3706,1,3.37,29.62
3707,1,3.52,27.88
3708,0,3.07,27.9
3709,0,2.91,24.67
3710,1,2.31,16.96
3711,1,4.64,38.94
3712,1,1.8,10.21
3713,0,1.93,16.79
3714,1,1.94,14.49
3715,1,1.39,4.31
3716,0,1.17,7.48
3717,1,0.71,0.0
3718,0,1.18,6.53
3719,1,1.73,11.07
3720,0,0.29,0.38
3721,1,1.63,5.75
3722,1,1.74,5.05
3723,0,0.77,5.08
3724,0,1.29,8.0
3725,1,1.24,2.06
3726,0,3.94,35.73
3727,0,1.26,8.91
3728,0,0.39,0.0
3729,1,3.01,23.47
3730,0,0.59,1.51
3731,0,0.18,0.0
3732,0,0.53,1.88
3733,0,1.63,13.3
3734,1,4.24,32.91
3735,1,3.84,28.08
3736,1,0.48,0.0
3737,1,5.6,44.41
3738,1,2.09,9.56
3739,1,3.48,28.52
3740,0,0.1,0.0
3741,0,1.5,9.9
3742,0,0.06,0.0
3743,1,5.47,47.06
3744,1,1.2,2.48
3745,1,3.92,31.29
3746,0,0.97,5.41
3747,1,1.42,2.47
3748,0,7.99,76.24
3749,1,3.5,25.6
3750,0,6.64,61.24
3751,1,1.47,5.82
3752,0,5.31,48.68
3753,1,8.73,82.84
3754,0,1.51,11.44
3755,0,7.03,67.49
3756,1,1.33,7.38
3757,0,1.18,7.48
3758,1,17.06,159.68
3759,0,9.14,88.86
3760,0,0.78,4.15
3761,0,5.45,49.64
3762,0,1.26,7.88
3763,1,12.41,114.19
3764,1,5.82,53.62
3765,0,7.06,67.09
3766,0,2.56,21.78
3767,1,1.05,7.42
3768,0,0.66,3.14
3769,0,2.25,19.87
3770,0,3.34,28.39
3771,0,4.06,38.24
3772,0,0.56,1.08
3773,0,2.3,19.87
3774,0,1.72,15.09
3775,1,0.89,3.45
3776,0,2.42,19.41
3777,1,1.78,6.29
3778,0,2.3,18.79
3779,0,0.67,3.52
3780,0,6.91,65.32
3781,0,1.24,8.33
3782,1,3.46,26.64
3783,1,1.32,2.23
3784,1,3.6,24.8
3785,1,1.2,5.12
3786,1,9.87,91.45
3787,0,1.5,12.3
3788,0,2.8,25.45
3789,0,0.73,3.33
3790,1,6.49,56.89
3791,1,5.38,46.79
3792,1,1.0,2.96
3793,0,7.26,67.87
3794,1,1.07,0.0
3795,1,4.38,39.76
3796,0,1.84,14.29
3797,0,5.41,50.91
3798,0,1.88,15.27
3799,0,0.2,0.0
3800,1,1.5,3.57
3801,0,15.54,150.65
3802,1,2.13,8.55
3803,1,0.96,0.0
3804,1,5.1,44.59
3805,1,0.36,0.0
3806,0,0.21,0.0
3807,1,2.05,8.08
3808,0,0.15,0.0
3809,1,16.65,160.11
3810,1,3.58,30.85
3811,1,2.79,20.27
3812,0,4.91,45.82
3813,0,3.26,26.98
3814,1,1.11,3.35
3815,1,1.01,5.28
3816,1,6.08,55.07
3817,1,1.89,8.65
3818,0,1.78,13.43
3819,1,1.7,9.91
3820,0,0.16,0.0
3821,0,3.66,30.67
3822,1,3.22,19.79
3823,1,4.14,31.08
3824,1,1.08,5.51
3825,1,2.12,11.49
3826,1,0.8,2.19
3827,0,1.63,12.38
3828,1,3.75,28.41
3829,1,8.98,82.72
3830,0,3.27,29.88
3831,0,2.23,18.74
3832,0,1.62,12.39
3833,1,1.14,0.0
3834,1,2.61,17.06
3835,1,0.64,0.93
3836,0,2.62,21.02
3837,1,4.31,39.15
3838,0,8.78,84.64
3839,0,1.06,8.41
3840,0,1.52,11.1
3841,1,0.65,3.06
3842,0,6.31,61.36
3843,0,5.21,48.78
3844,0,4.47,39.99
3845,0,0.18,0.0
3846,1,3.21,21.6
3847,0,0.8,4.42
3848,1,0.46,3.33
3849,1,5.26,44.04
3850,1,0.88,2.27
3851,1,2.15,17.25
3852,1,2.3,18.83
3853,1,1.28,5.52
3854,1,2.55,16.08
3855,1,0.68,0.0
3856,0,0.0,0.0
3857,1,7.08,60.53
3858,1,2.02,13.68
3859,0,7.14,68.61
3860,1,2.5,17.76
3861,0,1.69,11.66
3862,1,1.83,6.96
3863,0,0.26,0.0
3864,0,1.11,7.55
3865,1,2.86,25.11
3866,1,4.34,40.24
3867,0,2.33,19.33
3868,0,4.26,39.16
3869,1,1.26,4.64
3870,0,2.63,21.97
3871,0,6.43,62.55
3872,0,0.74,2.71
3873,0,0.78,2.85
3874,1,4.6,39.44
3875,0,5.01,45.76
3876,0,0.86,3.84
3877,1,2.1,9.69
3878,1,3.68,25.46
3879,0,1.52,12.73
3880,1,3.24,27.51
3881,0,2.06,16.04
3882,1,4.79,40.83
3883,0,5.61,50.24
3884,1,6.27,56.33
3885,0,2.84,25.56
3886,1,2.97,23.94
3887,1,2.16,16.01
3888,0,0.08,0.0
3889,0,1.07,5.79
3890,1,0.72,0.0
3891,1,2.11,14.23
3892,0,5.68,54.25
3893,0,2.72,22.45
3894,0,3.38,29.65
3895,1,1.22,4.75
3896,1,1.47,6.67
3897,1,0.94,0.0
3898,1,5.55,49.86
3899,0,0.99,6.36
3900,0,2.48,21.98
3901,0,0.46,1.52
3902,0,0.4,0.0
3903,1,1.61,8.25
3904,0,1.2,9.61
3905,1,1.45,9.53
3906,1,2.76,23.65
3907,0,1.14,8.43
3908,1,4.96,41.41
3909,0,0.29,0.0
3910,0,1.18,8.07
3911,1,3.92,29.19
3912,0,2.77,22.57
3913,1,0.92,1.03
3914,0,1.74,12.21
3915,0,1.11,8.54
3916,1,3.57,28.43
3917,0,0.42,0.65
3918,0,3.33,27.09
3919,0,1.87,14.27
3920,1,1.14,5.61
3921,1,4.7,38.77
3922,0,0.62,3.08
3923,0,0.5,0.0
3924,0,0.05,0.0
3925,0,5.93,55.61
3926,1,2.67,16.61
3927,1,2.41,20.01
3928,1,0.61,0.0
3929,0,0.34,0.0
3930,1,1.32,9.49
3931,1,2.46,17.98
3932,0,3.62,33.42
3933,1,2.15,17.02
3934,0,5.34,49.76
3935,0,1.42,9.9
3936,0,0.09,0.0
3937,0,1.67,11.68
3938,1,0.9,2.48
3939,0,1.17,7.63
3940,1,12.76,123.9
3941,1,6.35,56.81
3942,0,0.81,4.29
3943,0,1.41,10.61
3944,1,2.28,12.48
3945,0,4.33,39.84
3946,0,0.1,0.0
3947,0,0.12,0.0
3948,0,0.37,0.0
3949,0,2.97,24.97
3950,1,2.51,14.38
3951,1,6.25,53.87
3952,0,1.0,6.06
3953,0,2.02,15.56
3954,0,3.68,32.45
3955,0,2.36,19.36
3956,1,2.05,12.47
3957,1,0.94,1.87
3958,1,3.05,19.69
3959,1,0.93,2.53
3960,0,8.41,80.02
3961,1,3.24,20.85
3962,0,0.58,2.01
3963,1,4.33,35.16
3964,1,0.96,1.91
3965,0,4.43,40.08
3966,0,1.83,15.34
3967,0,0.43,0.8
3968,1,0.58,0.0
3969,0,15.05,148.61
3970,0,0.96,6.27
3971,0,9.13,86.88
3972,0,2.09,17.58
3973,1,2.97,19.1
3974,1,0.43,0.09
3975,0,9.03,86.54
3976,0,3.96,35.24
3977,0,2.19,19.8
3978,0,0.38,0.0
3979,0,0.58,3.21
3980,0,1.7,12.24
3981,1,1.98,10.14
3982,0,2.45,19.4
3983,1,0.92,0.0
3984,1,0.46,0.0
3985,0,2.15,17.75
3986,1,0.3,0.0
3987,1,1.06,0.0
3988,1,1.52,10.02
3989,0,0.19,0.0
3990,0,1.46,11.1
3991,1,1.26,5.01
3992,0,0.62,0.79
3993,0,1.56,11.97
3994,0,0.38,0.0
3995,1,1.92,10.96
3996,0,1.71,12.79
3997,0,5.32,51.21
3998,0,8.1,76.19
3999,0,1.11,7.15
4000,0,1.04,6.7
4001,1,2.76,21.9
4002,0,0.44,0.14
4003,0,1.29,8.99
4004,0,0.16,0.0
4005,1,1.57,11.1
4006,0,0.36,0.0
4007,0,2.48,19.33
4008,1,3.93,28.05
4009,0,13.05,127.86
4010,0,0.65,2.49
4011,1,0.99,4.68
4012,1,9.63,83.51
4013,0,6.0,56.63
4014,1,3.3,25.21
4015,0,5.52,51.86
4016,1,1.12,3.97
4017,1,6.65,58.96
4018,1,6.47,56.71
4019,1,1.73,6.66
4020,1,2.67,16.69
4021,1,8.79,77.55
4022,1,4.33,33.12
4023,1,3.61,28.3
4024,0,2.46,20.39
4025,0,0.94,5.71
4026,0,11.51,111.35
4027,0,1.78,14.17
4028,0,1.12,7.47
4029,1,4.23,35.32
4030,1,3.24,24.57
4031,1,2.14,11.0
4032,0,1.09,5.82
4033,1,1.17,2.96
4034,1,0.27,0.0
4035,0,2.95,25.38
4036,0,2.11,17.67
4037,1,1.06,4.13
4038,1,0.22,0.0
4039,1,0.16,0.0
4040,1,4.38,36.88
4041,1,1.28,3.2
4042,0,0.93,4.51
4043,1,0.92,0.0
4044,0,0.49,2.48
4045,1,6.25,57.22
4046,0,0.83,4.35
4047,0,9.23,86.83
4048,0,0.54,1.39
4049,0,0.88,4.4
4050,0,6.07,57.29
4051,0,1.67,12.78
4052,0,0.94,6.89
4053,1,3.81,32.25
4054,0,0.16,0.0
4055,0,6.64,63.17
4056,1,5.66,51.46
4057,1,0.35,0.0
4058,1,5.69,45.54
4059,1,10.6,93.33
4060,0,2.03,16.05
4061,0,2.52,21.07
4062,1,3.47,29.74
4063,1,1.2,6.05
4064,1,3.29,26.12
4065,0,1.93,15.15
4066,0,1.56,12.1
4067,0,6.99,65.28
4068,1,5.17,43.93
4069,0,8.18,79.07
4070,1,6.36,51.26
4071,1,0.74,0.57
4072,1,3.72,26.47
4073,1,4.3,33.89
4074,1,3.47,27.24
4075,0,0.95,6.28
4076,0,1.66,14.43
4077,0,0.12,0.0
4078,0,0.3,0.0
4079,1,2.64,19.47
4080,1,2.69,20.8
4081,1,0.87,2.47
4082,0,1.78,14.86
4083,1,2.66,18.07
4084,0,0.03,0.0
4085,0,0.46,1.1
4086,0,2.94,24.39
4087,0,14.81,144.31
4088,0,3.15,27.68
4089,1,0.93,0.0
4090,1,5.66,48.99
4091,0,1.69,12.14
4092,1,0.49,0.0
4093,0,2.75,23.45
4094,1,1.59,3.27
4095,0,1.62,12.18
4096,1,2.02,9.1
4097,1,3.72,28.54
4098,1,2.24,13.47
4099,1,0.92,0.18
4100,0,0.73,3.07
4101,1,2.73,17.98
4102,1,5.11,44.5
4103,1,0.48,0.0
4104,1,3.07,24.06
4105,0,0.37,1.37
4106,0,2.78,22.6
4107,0,5.44,49.25
4108,0,0.78,4.33
4109,1,2.63,18.29
4110,1,5.44,43.56
4111,1,0.85,1.95
4112,0,0.5,2.86
4113,0,7.06,65.89
4114,1,3.99,34.96
4115,1,4.86,38.0
4116,0,5.57,51.56
4117,1,2.5,21.11
4118,0,2.01,16.53
4119,1,3.39,23.07
4120,1,4.42,35.75
4121,1,1.58,10.57
4122,1,1.05,0.0
4123,0,0.44,0.0
4124,1,11.48,107.6
4125,0,0.16,0.0
4126,0,3.73,34.12
4127,1,8.85,83.36
4128,0,0.42,0.0
4129,0,3.84,35.18
4130,1,1.48,6.37
4131,0,0.81,4.93
4132,1,5.78,54.8
4133,0,7.2,67.08
4134,0,1.28,9.5
4135,1,3.42,27.26
4136,1,0.62,1.63
4137,1,4.79,42.58
4138,1,6.78,61.78
4139,1,1.58,7.44
4140,1,4.09,28.2
4141,0,6.27,58.67
4142,0,0.05,0.0
4143,1,6.42,56.2
4144,0,2.55,21.36
4145,0,1.6,12.7
4146,0,2.22,17.03
4147,1,5.52,49.03
4148,1,4.58,37.17
4149,0,2.09,16.6
4150,1,2.28,17.0
4151,0,6.89,64.53
4152,1,0.81,5.69
4153,1,0.93,0.82
4154,1,3.92,31.25
4155,1,4.01,33.79
4156,0,2.52,21.79
4157,0,0.91,3.99
4158,1,1.39,8.17
4159,0,2.88,24.27
4160,1,1.05,5.44
4161,0,2.08,16.49
4162,1,2.09,8.6
4163,0,2.14,15.79
4164,0,0.78,4.12
4165,0,0.66,2.61
4166,0,3.97,33.1
4167,0,1.46,10.26
4168,0,0.79,3.54
4169,0,5.86,55.55
4170,0,1.54,12.34
4171,1,1.27,2.47
4172,1,4.53,34.92
4173,0,0.99,5.89
4174,0,2.5,21.09
4175,0,2.93,23.71
4176,0,9.86,93.16
4177,1,1.52,3.41
4178,1,1.96,8.5
4179,1,8.42,77.4
4180,1,4.24,33.37
4181,0,1.79,16.3
4182,1,4.61,36.9
4183,1,1.65,11.19
4184,1,2.47,12.17
4185,1,1.04,2.91
4186,1,2.62,21.14
4187,1,1.67,7.16
4188,0,3.01,25.71
4189,1,2.01,11.93
4190,0,5.77,52.89
4191,1,4.72,39.94
4192,0,0.48,3.18
4193,0,2.68,21.65
4194,1,4.38,34.82
4195,1,2.82,17.98
4196,0,0.36,0.0
4197,1,2.62,17.76
4198,1,1.83,13.11
4199,1,2.03,10.92
4200,1,3.56,23.85
4201,1,1.41,7.46
4202,0,0.81,5.03
4203,0,3.99,37.16
4204,0,0.72,3.57
4205,1,5.76,47.74
4206,1,12.07,112.53
4207,0,1.75,14.3
4208,0,5.02,46.39
4209,0,0.55,2.46
4210,1,5.15,43.8
4211,1,10.73,96.05
4212,0,2.18,16.62
4213,0,0.89,3.71
4214,1,1.47,2.84
4215,0,7.45,70.92
4216,1,1.59,6.46
4217,0,2.06,17.26
4218,0,1.7,15.21
4219,0,1.71,13.66
4220,1,4.9,39.5
4221,0,8.21,77.52
4222,0,3.04,26.98
4223,1,9.66,91.75
4224,1,1.09,3.28
4225,0,2.49,20.75
4226,0,3.47,28.95
4227,0,3.77,34.68
4228,0,4.23,36.25
4229,0,1.22,7.28
4230,0,6.42,59.28
4231,0,0.42,0.01
4232,0,0.98,8.05
4233,0,1.9,16.26
4234,0,2.69,21.74
4235,0,1.05,4.58
4236,0,7.15,68.0
4237,0,1.8,12.99
4238,0,0.32,0.0
4239,0,5.13,45.9
4240,0,10.1,96.52
4241,1,1.83,9.7
4242,1,3.05,20.25
4243,0,2.62,21.58
4244,0,4.85,44.33
4245,1,0.86,3.06
4246,1,5.56,51.61
4247,1,4.8,36.59
4248,1,1.06,0.98
4249,0,2.51,21.94
4250,1,0.59,0.0
4251,0,2.06,17.5
4252,0,2.74,25.14
4253,0,3.02,27.3
4254,1,8.79,75.15
4255,0,1.06,7.62
4256,0,5.58,52.76
4257,0,1.81,13.95
4258,1,4.21,31.71
4259,1,5.66,46.8
4260,1,4.25,34.3
4261,0,4.76,42.61
4262,1,3.09,25.87
4263,1,5.6,45.23
4264,1,8.13,70.88
4265,0,7.04,66.66
4266,1,1.64,9.47
4267,0,10.72,103.0
4268,1,0.37,0.0
4269,0,2.87,24.54
4270,0,2.05,16.64
4271,1,1.47,4.65
4272,1,3.13,20.76
4273,0,0.2,0.0
4274,1,2.67,21.61
4275,0,5.78,52.71
4276,1,0.69,2.39
4277,1,1.38,8.8
4278,0,2.99,25.38
4279,0,1.34,10.14
4280,1,1.74,11.83
4281,0,1.24,8.26
4282,0,1.98,16.64
4283,0,1.4,11.24
4284,0,0.47,0.4
4285,0,0.66,1.38
4286,1,0.75,0.0
4287,1,2.69,16.14
4288,0,5.6,51.66
4289,0,0.28,0.0
4290,1,4.08,29.57
4291,1,2.3,12.94
4292,0,6.15,55.63
4293,1,1.62,10.54
4294,0,3.56,32.41
4295,1,2.1,10.61
4296,1,2.64,17.51
4297,0,4.47,41.77
4298,1,11.18,100.61
4299,0,0.43,0.8
4300,1,3.25,20.68
4301,1,0.98,0.0
4302,0,0.09,0.0
4303,1,4.62,41.05
4304,1,12.61,119.93
4305,1,2.88,23.54
4306,0,0.23,0.0
4307,1,0.73,0.0
4308,0,1.13,7.08
4309,0,1.44,11.33
4310,0,0.01,0.0
4311,0,5.55,51.95
4312,1,2.53,15.82
4313,1,17.05,159.13
4314,1,7.27,62.18
4315,0,2.08,16.96
4316,0,2.96,23.49
4317,0,1.13,7.64
4318,0,1.08,7.81
4319,1,0.64,0.0
4320,0,2.37,19.41
4321,0,0.26,0.0
4322,0,1.78,15.12
4323,1,1.56,6.29
4324,0,4.69,41.08
4325,1,2.26,13.47
4326,1,7.86,66.49
4327,0,0.63,2.12
4328,0,8.0,75.17
4329,1,3.09,22.78
4330,1,0.83,2.48
4331,0,2.09,16.32
4332,0,0.94,6.64
4333,0,4.15,37.25
4334,1,3.18,28.65
4335,0,0.19,0.0
4336,0,1.62,12.8
4337,0,6.54,61.21
4338,1,2.06,12.39
4339,0,4.08,36.7
4340,0,0.36,0.52
4341,1,6.2,56.58
4342,0,2.09,16.43
4343,0,8.84,85.08
4344,1,2.49,18.88
4345,0,4.4,39.25
4346,1,11.53,104.92
4347,0,3.92,34.71
4348,1,2.67,22.44
4349,1,2.19,12.32
4350,1,0.64,0.0
4351,0,1.7,13.25
4352,0,1.6,12.02
4353,0,5.2,47.78
4354,1,0.95,3.91
4355,1,4.33,37.51
4356,0,0.11,0.0
4357,0,6.52,61.0
4358,0,3.31,28.16
4359,1,1.71,11.26
4360,0,0.93,5.28
4361,1,1.51,2.25
4362,1,2.97,23.65
4363,1,1.83,11.54
4364,1,4.18,37.18
4365,1,7.49,68.27
4366,0,1.05,5.76
4367,0,3.15,28.41
4368,0,1.65,14.02
4369,0,0.13,0.0
4370,0,2.87,23.96
4371,1,1.53,11.77
4372,1,0.45,0.0
4373,0,1.92,14.3
4374,0,0.29,0.0
4375,1,3.26,28.65
