Customer,State,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Vehicle Class,Vehicle Size, Customer Lifetime Value 
TJ58873,Oregon,Basic,High School or Below,Employed,M,56900,Urban,Married,Four-Door Car,Medsize," $2,749 "
HH99354,Oregon,Basic,Bachelor,Employed,M,67276,Urban,Married,Two-Door Car,Medsize," $7,231 "
UN90060,Oregon,Basic,High School or Below,Employed,F,30865,Rural,Married,SUV,Medsize," $8,329 "
BR76202,California,Basic,Master,Employed,F,79487,Suburban,Divorced,SUV,Medsize," $4,627 "
MO48960,California,Extended,Doctor,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $6,265 "
QG50480,Oregon,Basic,College,Unemployed,M,0,Rural,Married,Two-Door Car,Medsize," $4,504 "
RE73564,Oregon,Extended,Bachelor,Employed,F,41098,Urban,Married,Two-Door Car,Medsize," $11,533 "
EN32990,Arizona,Basic,College,Employed,F,89158,Urban,Single,Four-Door Car,Medsize," $5,350 "
OO97388,Oregon,Basic,Master,Employed,F,99612,Suburban,Married,Two-Door Car,Small," $2,856 "
UI64573,Oregon,Extended,High School or Below,Employed,F,94885,Rural,Married,Four-Door Car,Medsize," $3,470 "
HJ64867,Arizona,Basic,College,Employed,F,78352,Rural,Divorced,Two-Door Car,Medsize," $5,895 "
MT35297,Oregon,Basic,High School or Below,Employed,F,43460,Suburban,Married,Four-Door Car,Small," $5,066 "
VB69838,Oregon,Premium,High School or Below,Employed,F,46587,Suburban,Divorced,Four-Door Car,Medsize," $41,788 "
JR34589,Nevada,Extended,High School or Below,Employed,F,21236,Rural,Married,SUV,Medsize," $4,882 "
EI85578,California,Basic,Bachelor,Unemployed,F,0,Rural,Married,SUV,Medsize," $3,838 "
DH85144,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $2,154 "
HC31007,California,Basic,High School or Below,Unemployed,M,0,Suburban,Married,Four-Door Car,Medsize," $5,049 "
GQ78238,Oregon,Extended,High School or Below,Employed,M,65167,Suburban,Married,SUV,Medsize," $5,213 "
VK98618,Arizona,Basic,College,Unemployed,F,0,Suburban,Single,SUV,Large," $7,752 "
BG30513,California,Extended,College,Retired,F,13663,Suburban,Single,Four-Door Car,Small," $25,465 "
HR26088,Arizona,Extended,College,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $5,927 "
XD72019,Oregon,Extended,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Large," $8,470 "
XD82117,Arizona,Basic,College,Employed,F,65933,Urban,Married,SUV,Medsize," $8,676 "
QK90365,Oregon,Extended,Master,Retired,F,19614,Suburban,Married,Two-Door Car,Medsize," $16,302 "
UR67446,California,Extended,High School or Below,Employed,F,23235,Suburban,Married,Four-Door Car,Medsize," $7,883 "
FJ76376,California,Basic,Bachelor,Employed,M,79528,Urban,Married,Two-Door Car,Medsize," $7,749 "
ZI85739,California,Extended,Master,Unemployed,F,0,Rural,Married,SUV,Small," $15,860 "
AM72411,Oregon,Basic,High School or Below,Medical Leave,M,23253,Suburban,Divorced,Two-Door Car,Medsize," $2,280 "
IC77855,California,Basic,College,Employed,M,40571,Urban,Married,SUV,Medsize," $15,273 "
ZM70632,California,Extended,Bachelor,Employed,F,60668,Urban,Married,SUV,Medsize," $5,499 "
JM59803,California,Basic,Doctor,Employed,M,61776,Urban,Divorced,Two-Door Car,Medsize," $5,743 "
KG84303,California,Extended,Master,Employed,M,38820,Suburban,Married,Four-Door Car,Small," $3,943 "
OJ37666,California,Basic,Bachelor,Employed,F,47285,Suburban,Married,Four-Door Car,Medsize," $2,504 "
KH55886,Oregon,Premium,Bachelor,Employed,M,78310,Rural,Married,Sports Car,Medsize," $67,907 "
QZ70160,Nevada,Basic,College,Medical Leave,F,26222,Suburban,Married,Four-Door Car,Medsize," $2,397 "
FU51754,Arizona,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $5,569 "
KY48450,Oregon,Basic,College,Employed,F,83926,Rural,Married,Luxury Car,Medsize," $7,335 "
UI99151,Nevada,Basic,High School or Below,Medical Leave,M,28879,Suburban,Married,Sports Car,Medsize," $12,024 "
CJ64468,Oregon,Basic,College,Medical Leave,F,12964,Suburban,Single,Two-Door Car,Medsize," $4,771 "
GM61951,Nevada,Basic,High School or Below,Unemployed,F,0,Suburban,Single,SUV,Small," $29,297 "
BO15959,Washington,Extended,College,Employed,F,88105,Suburban,Married,Four-Door Car,Medsize," $27,930 "
ZK50586,Oregon,Basic,College,Employed,F,66524,Urban,Married,Two-Door Car,Medsize," $2,900 "
DM22923,Oregon,Basic,Bachelor,Disabled,M,27398,Suburban,Single,Four-Door Car,Medsize," $2,331 "
YW47108,California,Extended,College,Employed,M,45743,Suburban,Married,Four-Door Car,Medsize," $11,281 "
DS62172,Oregon,Basic,Bachelor,Employed,F,54183,Suburban,Divorced,Four-Door Car,Large," $2,764 "
VL58402,Washington,Basic,College,Employed,M,46900,Suburban,Married,Four-Door Car,Medsize," $2,581 "
LL92275,California,Basic,College,Unemployed,F,0,Urban,Married,Four-Door Car,Medsize," $5,029 "
FB95288,California,Extended,High School or Below,Unemployed,M,0,Suburban,Married,Luxury Car,Small," $64,619 "
NB30472,Arizona,Premium,College,Employed,F,30845,Suburban,Married,Four-Door Car,Medsize," $41,103 "
II97469,California,Extended,High School or Below,Employed,M,92107,Rural,Divorced,Four-Door Car,Medsize," $7,013 "
VF17463,Oregon,Basic,College,Employed,M,62464,Urban,Married,Sports Car,Medsize," $8,659 "
GW77328,Oregon,Basic,Doctor,Employed,M,69991,Rural,Married,Four-Door Car,Medsize," $5,214 "
CF44171,California,Extended,Bachelor,Retired,F,23904,Suburban,Single,SUV,Medsize," $4,334 "
EO75698,Oregon,Premium,Bachelor,Employed,F,83894,Rural,Married,Four-Door Car,Medsize," $22,243 "
LM79795,Oregon,Basic,High School or Below,Employed,M,39602,Suburban,Divorced,Two-Door Car,Small," $7,489 "
XT35473,Arizona,Basic,Bachelor,Retired,M,25905,Suburban,Divorced,Four-Door Car,Large," $2,301 "
LO90163,Nevada,Basic,Bachelor,Employed,F,24626,Rural,Married,SUV,Medsize," $30,081 "
SV94314,Arizona,Premium,Bachelor,Employed,M,36898,Suburban,Married,SUV,Medsize," $13,247 "
RW86245,Arizona,Extended,High School or Below,Employed,M,92864,Rural,Married,SUV,Medsize," $5,008 "
FE84109,Washington,Extended,Bachelor,Disabled,M,21156,Rural,Divorced,Two-Door Car,Medsize," $6,540 "
KG21285,Arizona,Extended,College,Employed,M,67206,Rural,Divorced,Four-Door Car,Medsize," $7,160 "
TQ33359,California,Extended,High School or Below,Employed,M,85654,Rural,Married,Four-Door Car,Large," $6,087 "
ZG59671,Oregon,Extended,College,Employed,M,59325,Rural,Divorced,Four-Door Car,Medsize," $9,773 "
AY19539,California,Extended,College,Retired,M,13528,Suburban,Single,Four-Door Car,Medsize," $6,006 "
KU23440,Oregon,Basic,Master,Unemployed,F,0,Suburban,Divorced,Four-Door Car,Small," $6,812 "
KE35335,Washington,Extended,College,Employed,F,75333,Urban,Married,Four-Door Car,Small," $3,580 "
FE90301,Nevada,Basic,Bachelor,Employed,F,61108,Rural,Married,Four-Door Car,Medsize," $5,821 "
CK35310,Nevada,Basic,High School or Below,Employed,F,27083,Suburban,Divorced,Four-Door Car,Small," $2,840 "
XU97999,California,Basic,High School or Below,Employed,M,68997,Urban,Married,Four-Door Car,Large," $10,097 "
RF73329,California,Basic,High School or Below,Employed,F,33451,Suburban,Married,Four-Door Car,Medsize," $2,674 "
HL91178,California,Basic,High School or Below,Employed,M,74713,Suburban,Married,Four-Door Car,Large," $2,810 "
HS77089,Washington,Basic,Bachelor,Unemployed,M,0,Suburban,Single,Four-Door Car,Small," $4,749 "
WK18603,California,Basic,Doctor,Employed,M,85607,Rural,Single,Four-Door Car,Medsize," $5,273 "
XS44101,California,Extended,Bachelor,Employed,F,44891,Rural,Married,Four-Door Car,Medsize," $6,712 "
RE93978,Washington,Basic,College,Employed,M,89061,Suburban,Divorced,SUV,Small," $8,189 "
WX19595,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Married,Luxury Car,Small," $14,430 "
EA55071,Arizona,Premium,Bachelor,Employed,F,63774,Rural,Divorced,Four-Door Car,Medsize," $4,376 "
HH45183,Oregon,Extended,High School or Below,Employed,M,93308,Suburban,Married,Four-Door Car,Medsize," $3,714 "
NL75739,Arizona,Basic,High School or Below,Disabled,M,10375,Suburban,Married,Two-Door Car,Medsize," $7,590 "
XE96798,Oregon,Basic,Master,Employed,M,85950,Rural,Divorced,Four-Door Car,Small," $2,796 "
UU12600,Nevada,Basic,Bachelor,Employed,F,33402,Rural,Married,SUV,Small," $8,641 "
NL39999,Washington,Basic,High School or Below,Medical Leave,M,18129,Suburban,Divorced,Two-Door Car,Large," $2,625 "
ZN45349,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,Two-Door Car,Small," $4,815 "
QX64770,Oregon,Premium,Master,Medical Leave,F,13376,Suburban,Single,Four-Door Car,Small," $8,222 "
AD89594,California,Basic,College,Employed,M,28651,Urban,Single,Four-Door Car,Medsize," $12,817 "
SQ37580,Arizona,Basic,Bachelor,Employed,F,64964,Urban,Single,Four-Door Car,Medsize," $5,220 "
IN64985,Nevada,Extended,College,Employed,F,34112,Suburban,Married,Four-Door Car,Small," $6,140 "
UL96474,Arizona,Basic,College,Unemployed,F,0,Suburban,Married,SUV,Medsize," $3,757 "
NK20941,California,Extended,High School or Below,Employed,M,52447,Rural,Single,Four-Door Car,Medsize," $7,057 "
XQ28930,California,Basic,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $11,005 "
LY73893,California,Basic,College,Employed,M,35398,Suburban,Divorced,Four-Door Car,Medsize," $5,564 "
II20035,Oregon,Basic,High School or Below,Medical Leave,F,26239,Suburban,Married,Four-Door Car,Small," $7,451 "
OH69760,Arizona,Basic,College,Unemployed,F,0,Suburban,Married,Four-Door Car,Large," $5,181 "
UT21323,California,Basic,College,Unemployed,M,0,Suburban,Single,Luxury SUV,Small," $13,057 "
GM46746,Arizona,Extended,High School or Below,Employed,F,86205,Suburban,Single,Luxury Car,Small," $17,777 "
GZ64473,Nevada,Basic,College,Employed,M,50414,Suburban,Married,Four-Door Car,Medsize," $2,757 "
XE65072,Oregon,Extended,College,Employed,M,63483,Rural,Married,Four-Door Car,Medsize," $6,633 "
AT72574,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $2,486 "
FP10040,Oregon,Basic,High School or Below,Employed,M,38113,Urban,Married,Four-Door Car,Large," $8,598 "
AQ51159,Arizona,Basic,High School or Below,Employed,F,38676,Rural,Married,Four-Door Car,Medsize," $8,587 "
HB21182,Arizona,Basic,Master,Employed,F,20200,Suburban,Single,Two-Door Car,Medsize," $2,418 "
SM17747,Arizona,Basic,College,Employed,M,29038,Rural,Married,Four-Door Car,Medsize," $2,694 "
MR52230,Oregon,Extended,Doctor,Employed,M,56598,Rural,Married,Four-Door Car,Medsize," $10,629 "
IX60941,Oregon,Extended,College,Medical Leave,M,20978,Suburban,Married,Four-Door Car,Small," $3,509 "
GQ26671,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Two-Door Car,Medsize," $2,241 "
WO30947,Washington,Basic,Bachelor,Employed,M,31572,Urban,Married,Four-Door Car,Medsize," $5,348 "
ZN86559,California,Basic,Bachelor,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $5,251 "
YD80815,Arizona,Basic,Bachelor,Employed,F,51791,Rural,Married,Luxury Car,Medsize," $7,148 "
BE54454,Washington,Basic,High School or Below,Employed,M,70828,Suburban,Married,Four-Door Car,Small," $5,029 "
IM55696,California,Basic,High School or Below,Employed,F,24031,Suburban,Married,Four-Door Car,Small," $5,264 "
UD99395,Oregon,Basic,High School or Below,Employed,M,84927,Suburban,Married,SUV,Small," $4,474 "
WE64939,California,Basic,College,Employed,F,23893,Urban,Married,Four-Door Car,Medsize," $2,903 "
KC67652,Arizona,Extended,Doctor,Employed,M,71255,Rural,Single,Sports Car,Medsize," $10,876 "
FQ33633,Nevada,Basic,College,Employed,F,37697,Rural,Married,SUV,Small," $4,413 "
QS23134,Arizona,Premium,College,Employed,M,33746,Suburban,Married,Two-Door Car,Medsize," $12,504 "
EZ70589,Washington,Extended,College,Employed,F,70263,Rural,Married,Two-Door Car,Small," $7,463 "
KT91115,Oregon,Premium,Bachelor,Employed,M,43367,Suburban,Divorced,Four-Door Car,Medsize," $4,691 "
RS66246,California,Extended,High School or Below,Unemployed,F,0,Suburban,Single,Two-Door Car,Large," $2,943 "
YX72707,Oregon,Basic,Doctor,Unemployed,F,0,Suburban,Married,Four-Door Car,Small," $5,003 "
ET88948,California,Basic,Bachelor,Employed,F,76839,Suburban,Married,Four-Door Car,Medsize," $5,503 "
GW43195,Oregon,Extended,College,Employed,F,71210,Suburban,Married,Luxury Car,Small," $25,807 "
MQ54182,California,Premium,Bachelor,Employed,F,49447,Suburban,Married,Four-Door Car,Medsize," $4,739 "
WM39308,Nevada,Basic,High School or Below,Employed,F,98713,Urban,Married,Two-Door Car,Medsize," $15,778 "
DK20428,Oregon,Basic,Bachelor,Employed,M,26094,Rural,Married,Two-Door Car,Medsize," $2,620 "
IZ67803,California,Basic,Master,Employed,M,26990,Urban,Married,Four-Door Car,Medsize," $15,446 "
VW65351,Washington,Extended,College,Employed,F,46644,Rural,Married,Four-Door Car,Medsize," $3,356 "
SY36127,California,Basic,Master,Employed,F,33462,Rural,Married,Four-Door Car,Medsize," $2,874 "
LA20890,Oregon,Basic,Bachelor,Employed,F,66880,Suburban,Married,Four-Door Car,Medsize," $2,847 "
EP48362,Arizona,Basic,Bachelor,Employed,M,88680,Urban,Married,Four-Door Car,Medsize," $23,814 "
ON91363,Washington,Extended,College,Employed,M,75132,Suburban,Married,Four-Door Car,Medsize," $3,730 "
TG95261,California,Extended,Master,Unemployed,F,0,Suburban,Single,Sports Car,Medsize," $9,031 "
EE59791,California,Basic,High School or Below,Employed,F,56617,Suburban,Married,Four-Door Car,Small," $5,931 "
IV84135,California,Extended,College,Employed,F,75638,Rural,Divorced,Four-Door Car,Medsize," $9,429 "
TE11374,California,Basic,Bachelor,Disabled,F,24982,Suburban,Married,SUV,Medsize," $7,613 "
GH12466,Washington,Extended,High School or Below,Employed,F,40348,Rural,Married,Four-Door Car,Medsize," $3,313 "
PC43437,Arizona,Basic,College,Employed,F,24083,Suburban,Divorced,Four-Door Car,Small," $7,317 "
PW98890,Oregon,Basic,Bachelor,Employed,F,81538,Urban,Divorced,Four-Door Car,Small," $2,666 "
BQ94892,Oregon,Extended,College,Employed,M,62873,Urban,Divorced,Four-Door Car,Medsize," $3,231 "
LA33814,Oregon,Premium,High School or Below,Employed,M,66245,Rural,Married,SUV,Medsize," $17,367 "
WM87004,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,SUV,Small," $10,596 "
OL28902,California,Premium,College,Disabled,M,26303,Suburban,Divorced,SUV,Small," $5,999 "
OQ51004,California,Basic,Bachelor,Disabled,M,18375,Suburban,Married,Sports Car,Large," $3,954 "
GJ88864,Nevada,Extended,College,Employed,F,30944,Urban,Divorced,Four-Door Car,Small," $3,589 "
AF69537,Arizona,Premium,College,Employed,M,59630,Suburban,Married,SUV,Medsize," $7,330 "
WY37677,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Married,Sports Car,Medsize," $8,500 "
SX89429,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Small," $2,232 "
HM20848,California,Basic,High School or Below,Employed,F,39053,Suburban,Married,Sports Car,Medsize," $4,594 "
FO49408,Oregon,Extended,High School or Below,Employed,M,24475,Suburban,Single,Four-Door Car,Medsize," $3,044 "
LL95376,Washington,Basic,Bachelor,Employed,M,92296,Suburban,Married,Two-Door Car,Medsize," $2,760 "
UK49045,Oregon,Extended,High School or Below,Employed,M,29484,Suburban,Married,Two-Door Car,Medsize," $11,064 "
JA24437,California,Premium,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $7,556 "
TU77462,Oregon,Extended,College,Employed,M,48088,Rural,Married,Two-Door Car,Medsize," $7,470 "
DA26490,California,Basic,Bachelor,Employed,M,21366,Suburban,Married,Two-Door Car,Small," $4,920 "
YZ77792,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $4,630 "
AH53588,California,Basic,College,Retired,M,26802,Suburban,Married,Two-Door Car,Medsize," $4,637 "
QV89018,Arizona,Basic,High School or Below,Employed,M,89025,Urban,Married,Four-Door Car,Large," $20,468 "
SY95534,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,SUV,Medsize," $3,793 "
YT37186,California,Extended,Bachelor,Employed,F,52228,Suburban,Married,Luxury SUV,Medsize," $17,526 "
DY81347,California,Extended,High School or Below,Unemployed,F,0,Suburban,Married,SUV,Medsize," $4,715 "
VH45074,California,Basic,College,Unemployed,M,0,Suburban,Divorced,Four-Door Car,Large," $2,289 "
BF45697,California,Basic,College,Employed,M,83086,Urban,Married,Four-Door Car,Medsize," $5,670 "
RY27018,Washington,Extended,High School or Below,Employed,M,53214,Suburban,Married,Four-Door Car,Large," $7,229 "
IU83998,Washington,Premium,Bachelor,Unemployed,F,0,Suburban,Married,Luxury Car,Medsize," $11,196 "
NE29938,California,Extended,College,Unemployed,F,0,Suburban,Single,Two-Door Car,Large," $12,840 "
VQ57815,Oregon,Basic,Doctor,Employed,M,61246,Rural,Married,Sports Car,Medsize," $8,828 "
MG12206,California,Basic,College,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $3,729 "
NE55975,Nevada,Extended,High School or Below,Unemployed,F,0,Suburban,Divorced,Sports Car,Large," $4,983 "
BX70848,Washington,Extended,College,Unemployed,M,0,Suburban,Single,SUV,Medsize," $13,728 "
NJ88229,California,Basic,College,Employed,F,64127,Rural,Single,Four-Door Car,Medsize," $8,344 "
QW31435,Oregon,Basic,High School or Below,Unemployed,M,0,Urban,Married,Two-Door Car,Medsize," $7,192 "
DJ22229,Washington,Extended,Bachelor,Retired,F,16794,Suburban,Single,Four-Door Car,Medsize," $13,759 "
MB12747,Nevada,Extended,Bachelor,Employed,M,31930,Rural,Married,Four-Door Car,Medsize," $9,789 "
WU62992,Oregon,Extended,Bachelor,Employed,M,70742,Rural,Married,SUV,Small," $4,888 "
BP53979,California,Basic,Bachelor,Employed,F,48829,Urban,Single,Four-Door Car,Medsize," $2,516 "
DM59806,California,Extended,Doctor,Employed,F,73853,Suburban,Single,Four-Door Car,Small," $3,571 "
LJ88616,Arizona,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $9,869 "
TC82133,Oregon,Basic,Bachelor,Employed,M,66844,Rural,Married,Four-Door Car,Medsize," $5,376 "
LS17120,California,Extended,Bachelor,Employed,M,56869,Urban,Single,Four-Door Car,Medsize," $3,061 "
ZN96843,Arizona,Basic,Bachelor,Unemployed,M,0,Suburban,Single,Two-Door Car,Large," $2,415 "
HZ98935,Washington,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $4,527 "
SN27401,Washington,Premium,High School or Below,Unemployed,M,0,Suburban,Single,Two-Door Car,Medsize," $7,320 "
AI74959,California,Basic,High School or Below,Employed,M,25927,Suburban,Single,SUV,Medsize," $3,934 "
SY29553,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $2,585 "
JL70559,Arizona,Basic,College,Unemployed,F,0,Suburban,Married,Four-Door Car,Small," $5,311 "
IS95117,Arizona,Basic,College,Employed,F,35301,Rural,Married,Four-Door Car,Medsize," $5,875 "
YU66872,California,Basic,College,Disabled,F,21829,Suburban,Divorced,Sports Car,Medsize," $8,580 "
WK62379,Washington,Premium,Bachelor,Medical Leave,F,15142,Suburban,Married,Two-Door Car,Small," $8,904 "
YY58769,Arizona,Basic,Bachelor,Employed,M,58498,Suburban,Married,Four-Door Car,Small," $2,570 "
YK83904,Nevada,Basic,High School or Below,Employed,F,64592,Suburban,Married,Four-Door Car,Medsize," $2,586 "
FT61724,California,Basic,Bachelor,Employed,F,29105,Rural,Married,Sports Car,Medsize," $4,634 "
YV63603,Arizona,Extended,Bachelor,Employed,F,47137,Rural,Married,Four-Door Car,Medsize," $6,679 "
RN96985,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,SUV,Medsize," $25,082 "
AX99820,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $2,510 "
MH13358,Oregon,Basic,High School or Below,Employed,F,34807,Suburban,Single,Two-Door Car,Small," $2,854 "
UQ51981,Oregon,Basic,High School or Below,Employed,F,52583,Urban,Single,SUV,Small," $8,880 "
CB52667,Washington,Basic,High School or Below,Employed,F,92589,Suburban,Married,Four-Door Car,Large," $5,279 "
YP29527,Oregon,Basic,College,Employed,M,96689,Rural,Married,Sports Car,Medsize," $8,272 "
ZD72991,California,Extended,Doctor,Employed,M,76594,Suburban,Married,SUV,Medsize," $4,900 "
CS51928,Arizona,Basic,Bachelor,Employed,M,83777,Urban,Married,Sports Car,Small," $4,509 "
EF21564,Nevada,Basic,Master,Employed,M,84491,Rural,Single,SUV,Medsize," $4,383 "
AY35539,Oregon,Basic,Bachelor,Employed,F,89451,Rural,Single,Four-Door Car,Medsize," $2,531 "
XJ96507,Arizona,Basic,High School or Below,Employed,F,85132,Urban,Married,SUV,Medsize," $8,292 "
ZG95780,Arizona,Basic,College,Disabled,M,11193,Suburban,Single,SUV,Small," $8,164 "
GI55977,Oregon,Basic,High School or Below,Medical Leave,F,28806,Suburban,Married,Four-Door Car,Small," $2,337 "
HV16877,California,Basic,High School or Below,Employed,F,43278,Suburban,Married,Four-Door Car,Small," $2,722 "
XO92596,California,Extended,College,Retired,M,13528,Suburban,Single,Four-Door Car,Medsize," $6,006 "
IQ73438,California,Basic,Bachelor,Employed,M,74015,Suburban,Single,Four-Door Car,Small," $5,556 "
FY74419,Nevada,Extended,Bachelor,Employed,F,54507,Suburban,Married,SUV,Medsize," $5,470 "
JQ30166,Oregon,Premium,Master,Unemployed,F,0,Urban,Married,Four-Door Car,Medsize," $15,611 "
OT66924,Oregon,Basic,Bachelor,Disabled,F,14606,Suburban,Married,Four-Door Car,Medsize," $4,682 "
UC21019,Arizona,Basic,Master,Unemployed,M,0,Suburban,Divorced,Four-Door Car,Small," $4,890 "
YW88487,Arizona,Basic,College,Employed,F,43406,Suburban,Married,Luxury SUV,Medsize," $7,457 "
JY42899,California,Basic,Bachelor,Medical Leave,M,26334,Suburban,Single,Two-Door Car,Medsize," $5,305 "
KM72781,Washington,Extended,College,Employed,F,22514,Urban,Married,Four-Door Car,Medsize," $9,471 "
DV62119,Arizona,Extended,Doctor,Employed,F,76114,Suburban,Married,Four-Door Car,Medsize," $3,548 "
DO12179,Oregon,Basic,Bachelor,Employed,M,48791,Rural,Married,Two-Door Car,Medsize," $2,452 "
YQ95507,Oregon,Basic,High School or Below,Employed,F,69259,Suburban,Divorced,Four-Door Car,Small," $2,535 "
VW65691,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $4,314 "
WK29536,Oregon,Basic,Bachelor,Employed,F,90969,Urban,Single,Four-Door Car,Medsize," $7,780 "
UX87980,Nevada,Extended,College,Employed,M,50180,Urban,Single,Four-Door Car,Medsize," $2,805 "
TJ68521,Washington,Basic,Master,Employed,M,41991,Rural,Single,Four-Door Car,Large," $5,252 "
RJ57593,Arizona,Basic,Bachelor,Employed,M,71391,Urban,Married,Four-Door Car,Medsize," $8,045 "
YI83073,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Small," $4,250 "
JV23769,Oregon,Basic,Master,Employed,F,36650,Rural,Married,Four-Door Car,Large," $2,725 "
PA19547,Washington,Basic,High School or Below,Employed,M,54194,Rural,Married,SUV,Medsize," $4,780 "
IH91478,Oregon,Basic,Bachelor,Medical Leave,F,23554,Rural,Married,Two-Door Car,Medsize," $4,809 "
CW15758,Oregon,Basic,College,Employed,F,71888,Suburban,Married,SUV,Small," $9,216 "
YP71513,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $4,880 "
GQ11852,Oregon,Premium,College,Employed,F,39017,Urban,Married,SUV,Medsize," $13,306 "
TC29250,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,Sports Car,Medsize," $7,350 "
LJ15849,Arizona,Extended,Master,Employed,F,58557,Rural,Married,Four-Door Car,Large," $3,555 "
JZ23377,Oregon,Premium,College,Employed,F,48367,Suburban,Married,SUV,Medsize," $57,521 "
TB17648,Arizona,Basic,College,Employed,M,39718,Suburban,Married,Four-Door Car,Medsize," $2,515 "
OP68330,Oregon,Extended,College,Unemployed,F,0,Suburban,Married,Four-Door Car,Large," $7,247 "
VW11431,California,Extended,Bachelor,Employed,F,83873,Urban,Single,Two-Door Car,Medsize," $2,972 "
FG96614,California,Extended,Doctor,Employed,F,22361,Suburban,Married,Four-Door Car,Small," $11,303 "
DP23630,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Large," $7,412 "
No31089,Arizona,Extended,Bachelor,Employed,F,65742,Urban,Married,Four-Door Car,Medsize," $3,179 "
TU15769,Washington,Basic,Bachelor,Retired,M,23665,Suburban,Married,Four-Door Car,Medsize," $22,659 "
DA20791,California,Extended,College,Employed,M,66457,Suburban,Married,Four-Door Car,Medsize," $3,775 "
AE89300,Arizona,Basic,Bachelor,Employed,F,82634,Urban,Single,SUV,Medsize," $8,225 "
MS46793,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $2,394 "
ME22430,Nevada,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,Four-Door Car,Medsize," $2,454 "
JZ28710,California,Basic,College,Employed,M,61417,Urban,Married,Two-Door Car,Medsize," $5,144 "
HP80279,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,SUV,Small," $7,379 "
EH22538,California,Basic,High School or Below,Employed,M,43846,Rural,Married,Four-Door Car,Large," $2,574 "
JP87331,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $22,315 "
VA89684,Nevada,Basic,College,Employed,F,33775,Suburban,Married,Two-Door Car,Medsize," $2,430 "
XS68865,Oregon,Extended,College,Employed,M,96988,Suburban,Single,Two-Door Car,Medsize," $6,161 "
IZ13533,Arizona,Premium,Bachelor,Unemployed,M,0,Suburban,Single,Two-Door Car,Large," $7,912 "
JB47784,Oregon,Basic,Doctor,Employed,F,81945,Rural,Single,Four-Door Car,Small," $5,535 "
LT79371,Arizona,Basic,Bachelor,Unemployed,F,0,Rural,Married,Four-Door Car,Medsize," $2,383 "
DE78840,Nevada,Basic,Bachelor,Medical Leave,F,19019,Suburban,Married,Luxury SUV,Medsize," $6,991 "
PU25554,Oregon,Basic,Bachelor,Employed,F,62579,Urban,Married,Four-Door Car,Medsize," $2,885 "
ZI47098,California,Premium,High School or Below,Employed,F,46587,Suburban,Divorced,Four-Door Car,Medsize," $41,788 "
CN53343,Arizona,Extended,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $2,849 "
FU17577,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,SUV,Medsize," $3,789 "
QY37300,Nevada,Basic,Master,Employed,M,57222,Urban,Married,Sports Car,Medsize," $13,503 "
UI84849,Arizona,Basic,College,Employed,M,91147,Rural,Married,Sports Car,Small," $8,564 "
MN81810,California,Basic,High School or Below,Employed,F,76638,Suburban,Single,Four-Door Car,Small," $2,913 "
